stationid,latitude,longitude,depth,stationdepthunits,areaweight,replicate,sampledate,taxon,abundance,exclude,stratum,finalstratum,salinity,areaweight_all_sites
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Kirkegaardia siblina,9,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Kurtiella grippi,8,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Kurtiella coani,7,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Praxillella pacifica,7,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Amaeana occidentalis,6,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Anotomastus gordiodes,6,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Scoletoma sp A,6,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Sinocorophium heteroceratum,5,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Hartmanodes hartmanae,4,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Metasychis disparidentatus,4,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Tagelus affinis,4,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Diplocirrus sp SD1,3,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Nuculana taphria,3,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Scoletoma sp B,3,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Acuminodeutopus heteruropus,2,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Amphioplus sp A,2,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Aoridae,2,Yes,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Laonice cirrata,2,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Lineidae,2,Yes,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Listriella goleta,2,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Listriella melanica,2,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Philine auriformis,2,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Tenonia priops,2,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Tubulanus polymorphus,2,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Ampelisca brachycladus,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Ampelisca brevisimulata,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Amphicteis scaphobranchiata,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Carinoma mutabilis,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Cerebratulus marginatus,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Chondrochelia dubia Cmplx,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Cossura candida,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Dialychone albocincta,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Diopatra ornata,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Euchone limnicola,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Gadila aberrans,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Goniada littorea,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Laevicardium substriatum,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Lumbrineris japonica,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Lumbrineris sp E,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Macoma yoldiformis,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Mediomastus sp,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Nereis sp A,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Paraprionospio alata,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Phoronidae,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Photis bifurcata,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Prionospio jubata,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Rudilemboides stenopropodus,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Theora lubrica,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Thyasira flexuosa,1,No,Bays,Bays,33.9,2.13005774
B18-10003,33.743833,-118.1401,9.4,m,2.13005774,1,8/9/2018,Zygonemertes virescens,1,No,Bays,Bays,33.9,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Scoletoma sp,24,Yes,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Amphideutopus oculatus,20,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Kirkegaardia siblina,20,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Chaetozone corona,17,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Theora lubrica,8,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Amphicteis scaphobranchiata,7,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Diplocirrus sp SD1,4,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Scoletoma sp A,4,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Scoletoma sp B,4,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Leitoscoloplos pugettensis,3,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Paraprionospio alata,3,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Praxillella pacifica,3,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Ampelisca cristata microdentata,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Gadila aberrans,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Glycera americana,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Laonice cirrata,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Listriella goleta,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Lumbrineris japonica,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Macoma yoldiformis,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Maldanidae,2,Yes,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Melinna oculata,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Metamysidopsis elongata,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Notomastus hemipodus,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Philine auriformis,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Stylatula elongata,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Tagelus subteres,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Tubulanus polymorphus,2,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Amaeana occidentalis,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Ampelisca brevisimulata,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Amphiodia urtica,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Cossura candida,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Cossura sp,1,Yes,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Cossura sp A,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Cylichna diegensis,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Diopatra tridentata,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Hippolyte clarki,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Kirkegaardia sp,1,Yes,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Leitoscoloplos sp,1,Yes,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Lucinisca nuttalli,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Marphysa disjuncta,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Mediomastus sp,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Mysida,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Nereididae,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Neverita recluziana,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Petaloclymene pacifica,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Phoronis sp,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Pilargis sp A,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Pinnixa franciscana,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Prionospio jubata,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Prionospio lighti,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Spiochaetopterus costarum Cmplx,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Tellina modesta,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Tubulanus sp A,1,No,Bays,Bays,-88,2.13005774
B18-10004,33.74288333,-118.1533,10,m,2.13005774,1,7/24/2018,Volvulella panamica,1,No,Bays,Bays,-88,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Amphideutopus oculatus,11,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Nuculana taphria,10,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Amphiodia urtica,8,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Theora lubrica,8,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Kirkegaardia siblina,7,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Scoletoma sp,6,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Ampelisca cristata microdentata,4,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Gadila aberrans,4,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Philine auriformis,4,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Amphiodia sp,3,Yes,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Amphiuridae,3,Yes,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Paraprionospio alata,3,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Philine ornatissima,3,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Glycera americana,2,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Listriella goleta,2,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Stylatula sp A,2,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Ampelisca brachycladus,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Ampelisca brevisimulata,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Amphiodia digitata,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Aphelochaeta petersenae,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Carinomella lactea,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Cerebratulus marginatus,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Cossura sp A,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Diopatra ornata,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Eochelidium sp A,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Goniada maculata,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Hartmanodes hartmanae,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Laonice cirrata,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Macoma yoldiformis,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Magelona berkeleyi,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Ninoe tridentata,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Parvilucina tenuisculpta,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Petaloclymene pacifica,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Phoronis sp,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Pinnixa sp,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Poecilochaetus martini,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Scoletoma sp A,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Sinocorophium heteroceratum,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Tellina sp B,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Tenonia priops,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Thyasira flexuosa,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Tubulanus polymorphus,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Virgulariidae,1,No,Bays,Bays,33.9,2.13005774
B18-10005,33.740683,-118.17495,13.8,m,2.13005774,1,8/9/2018,Volvulella panamica,1,No,Bays,Bays,33.9,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Poecilochaetus martini,14,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Theora lubrica,14,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Amphiodia sp,10,Yes,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Amphiodia urtica,6,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Chaetozone corona,6,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Kirkegaardia siblina,6,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Philine auriformis,6,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Amphicteis scaphobranchiata,5,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Listriella goleta,5,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Scleroplax granulata,5,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Nuculana taphria,4,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Scoletoma sp,4,Yes,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Scoletoma sp B,4,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Vitrinella oldroydi,4,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Cossura sp A,3,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Gadila aberrans,3,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Macoma yoldiformis,3,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Scoletoma sp A,3,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Ampelisca brevisimulata,2,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Amphideutopus oculatus,2,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Compsomyax subdiaphana,2,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Mediomastus sp,2,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Philine ornatissima,2,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Spiochaetopterus costarum Cmplx,2,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Stylatula sp A,2,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Tubulanus polymorphus,2,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Ampelisca brachycladus,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Ampelisca cristata microdentata,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Bivalvia,1,Yes,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Cooperella subdiaphana,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Cossura candida,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Ensis myrae,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Glycera americana,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Laonice cirrata,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Lineidae,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Lumbrineris japonica,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Maldanidae,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Malmgreniella macginitiei,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Palaeonemertea,1,Yes,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Paraprionospio alata,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Periploma discus,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Phoronidae,1,Yes,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Phoronis sp,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Pista sp,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Sternaspis affinis,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Sthenelanella uniformis,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Tellina cadieni,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Thyasira flexuosa,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Virgularia californica,1,No,Bays,Bays,-88,2.13005774
B18-10006,33.73963333,-118.1715333,12,m,2.13005774,1,7/25/2018,Virgulariidae,1,Yes,Bays,Bays,-88,2.13005774
B18-10007,33.73368333,-118.2115667,20,m,2.13005774,1,7/24/2018,Nuculana taphria,23,No,Bays,Bays,-88,2.13005774
B18-10007,33.73368333,-118.2115667,20,m,2.13005774,1,7/24/2018,Kirkegaardia siblina,10,No,Bays,Bays,-88,2.13005774
