"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NumOfCrustaceanTaxa","CrustaceanAbun","M_insidiosumAbun","A_diegensisAbun","G_littoreaAbun","NIT"
"B23-12227",1-01-01,1,56,0,10,26,0,0,0,0
"B23-12228",1-01-01,1,81,9,15,120,0,0,0,-0.1
"B23-12229",1-01-01,1,70,8,20,54,0,0,0,0
"B23-12230",1-01-01,1,84,11,21,141,0,0,0,0
"B23-12231",1-01-01,1,76,8,10,18,0,0,0,0
"B23-12232",1-01-01,1,81,14,5,17,0,0,0,0
"B23-12233",1-01-01,1,64,8,9,24,0,0,0,-0.1
"B23-12234",1-01-01,1,74,8,14,53,0,0,0,-0.1
"B23-12235",1-01-01,1,60,5,10,25,0,0,2,0
"B23-12236",1-01-01,1,65,14,14,56,0,0,0,-0.1
"B23-12237",1-01-01,1,64,7,11,34,0,1,1,0
"B23-12238",1-01-01,1,35,8,5,7,0,0,0,0
"B23-12239",1-01-01,1,36,8,5,23,0,0,0,0
"B23-12240",1-01-01,1,47,8,8,15,0,0,0,0
"B23-12241",1-01-01,1,39,4,5,8,0,0,0,-0.1
"B23-12242",1-01-01,1,48,6,9,27,0,0,0,0
"B23-12244",1-01-01,1,99,12,19,105,0,0,0,-0.2
"B23-12247",1-01-01,1,55,6,5,14,0,0,0,0
"B23-12248",1-01-01,1,56,6,4,9,0,0,0,0
"B23-12249",1-01-01,1,34,7,1,1,0,0,0,0
"B23-12250",1-01-01,1,57,12,2,3,0,0,0,0
"B23-12251",1-01-01,1,23,6,0,0,0,0,0,0
"B23-12252",1-01-01,1,24,5,1,1,0,0,0,0
"B23-12253",1-01-01,1,35,5,8,15,0,0,0,0
"B23-12256",1-01-01,1,51,8,3,4,0,0,0,0
"B23-12257",1-01-01,1,61,6,10,23,0,0,0,-0.1
"B23-12258",1-01-01,1,61,8,8,17,0,0,0,-0.1
"B23-12260",1-01-01,1,36,2,7,18,0,0,0,0
"B23-12261",1-01-01,1,61,6,10,28,0,0,0,0
"B23-12262",1-01-01,1,51,5,7,20,0,0,0,0
"B23-12264",1-01-01,1,32,2,2,3,0,0,0,-0.1
"B23-12265",1-01-01,1,28,5,3,5,0,0,0,0
"B23-12266",1-01-01,1,27,5,5,8,0,0,0,0
"B23-12268",1-01-01,1,22,5,2,3,0,0,0,0
"B23-12270",1-01-01,1,56,3,10,68,0,0,0,-0.1
"B23-12273",1-01-01,1,30,0,5,7,0,0,0,0
"B23-12275",1-01-01,1,52,5,9,16,0,0,0,-0.1
"B23-12276",1-01-01,1,57,6,16,145,0,0,0,0
"B23-12277",1-01-01,1,70,9,18,43,0,0,0,0
"B23-12278",1-01-01,1,52,3,9,14,0,0,0,0
"B23-12279",1-01-01,1,29,6,7,67,0,0,0,0
"B23-12280",1-01-01,1,15,0,4,8,0,0,0,0
"B23-12281",1-01-01,1,12,1,4,4,0,0,0,0
"B23-12282",1-01-01,1,42,4,2,11,0,0,0,0
"B23-12283",1-01-01,1,16,1,1,1,0,0,0,0
"B23-12284",1-01-01,1,22,5,5,7,0,0,0,0
"B23-12285",1-01-01,1,11,1,2,4,0,0,0,0
"B23-12286",1-01-01,1,5,0,0,0,0,0,0,0
"B23-12288",1-01-01,1,5,0,0,0,0,0,0,0
"B23-12289",1-01-01,1,8,0,0,0,0,0,0,0
"B23-12290",1-01-01,1,12,2,2,3,0,0,0,0
"B23-12291",1-01-01,1,6,1,0,0,0,0,0,0
"B23-12293",1-01-01,1,5,0,0,0,0,0,0,0
"B23-12294",1-01-01,1,12,1,0,0,0,0,0,0
"B23-12295",1-01-01,1,21,3,3,8,0,0,0,0
"B23-12296",1-01-01,1,20,3,0,0,0,0,0,0
"B23-12297",1-01-01,1,17,3,1,1,0,0,0,0
"B23-12298",1-01-01,1,16,5,1,1,0,0,0,0
"B23-12299",1-01-01,1,16,1,1,1,0,0,0,0
"B23-12300",1-01-01,1,16,0,2,4,0,0,0,0
"B23-12301",1-01-01,1,19,3,2,6,0,0,0,0
"B23-12302",1-01-01,1,16,2,3,8,0,0,0,0
"B23-12304",1-01-01,1,5,0,1,1,0,0,0,-0.1
"B23-12305",1-01-01,1,20,1,1,2,0,0,0,0
"B23-12306",1-01-01,1,7,0,1,1,0,0,0,0
"B23-12307",1-01-01,1,6,0,0,0,0,0,0,0
"B23-12308",1-01-01,1,9,0,0,0,0,0,0,0
"B23-12309",1-01-01,1,4,0,0,0,0,0,0,0
"B23-12310",1-01-01,1,7,1,0,0,0,0,0,0
"B23-12311",1-01-01,1,7,0,2,2,0,0,0,0
"B23-12312",1-01-01,1,10,1,2,5,0,0,0,0
"B23-12313",1-01-01,1,7,1,0,0,0,0,0,0
"B23-12315",1-01-01,1,19,0,2,2,0,0,0,0
"B23-12316",1-01-01,1,11,1,0,0,0,0,0,0
"B23-12317",1-01-01,1,12,1,3,3,0,0,0,0
"B23-12318",1-01-01,1,10,0,2,39,0,0,0,0
"B23-12319",1-01-01,1,6,1,0,0,0,0,0,0
"B23-12320",1-01-01,1,12,2,2,2,0,0,0,0
"B23-12321",1-01-01,1,8,1,0,0,0,0,0,0
"B23-12322",1-01-01,1,1,0,0,0,0,0,0,0
"B23-12323",1-01-01,1,11,0,2,2,0,0,0,0
"B23-12324",1-01-01,1,3,0,0,0,0,0,0,0
"B23-12325",1-01-01,1,7,1,0,0,0,0,0,0
"B23-12326",1-01-01,1,10,0,0,0,0,0,0,0
"B23-12327",1-01-01,1,8,0,1,1,0,0,0,0
"B23-12328",1-01-01,1,4,1,0,0,0,0,0,0
"B23-12329",1-01-01,1,7,1,0,2,0,0,0,0
"B23-12330",1-01-01,1,2,0,0,0,0,0,0,0
"B23-12331",1-01-01,1,13,0,1,1,0,0,0,0
"B23-12332",1-01-01,1,8,0,1,1,0,0,0,0
"B23-12333",1-01-01,1,8,0,0,0,0,0,0,0
"B23-12334",1-01-01,1,8,1,1,1,0,0,0,0
"B23-12337",1-01-01,1,8,0,0,0,0,0,0,-0.1
"B23-12338",1-01-01,1,0,0,0,0,0,0,0,0
"B23-12339",1-01-01,1,2,0,1,1,0,0,0,0
"B23-12340",1-01-01,1,3,0,0,0,0,0,0,0
"B23-12341",1-01-01,1,0,0,0,0,0,0,0,0
"B23-12342",1-01-01,1,15,1,2,2,0,0,0,-0.1
"B23-12343",1-01-01,1,8,0,0,0,0,0,0,0
"B23-12344",1-01-01,1,0,0,0,0,0,0,0,0
"B23-12345",1-01-01,1,39,8,7,31,0,0,0,0
"B23-12346",1-01-01,1,55,5,6,32,0,0,0,-0.1
"B23-12347",1-01-01,1,72,6,13,54,0,0,0,-0.1
"B23-12349",1-01-01,1,31,6,2,6,0,0,0,0
"B23-12350",1-01-01,1,73,3,20,126,0,0,0,-0.2
"B23-12351",1-01-01,1,27,2,3,10,0,0,0,-0.1
"B23-12352",1-01-01,1,77,5,21,224,0,0,0,-0.2
"B23-12353",1-01-01,1,59,8,9,11,0,0,0,0
"B23-12354",1-01-01,1,42,5,4,10,0,0,0,0
"B23-12355",1-01-01,1,62,7,8,18,0,0,0,0
"B23-12356",1-01-01,1,69,6,20,116,0,0,5,-0.1
"B23-12357",1-01-01,1,35,5,8,15,0,0,0,0
"B23-12358",1-01-01,1,47,3,5,10,0,0,4,0
"B23-12359",1-01-01,1,52,6,8,12,0,0,0,0
"B23-12360",1-01-01,1,5,1,3,19,0,0,0,-0.1
"B23-12363",1-01-01,1,8,2,3,47,1,0,0,-0.2
"B23-12364",1-01-01,1,11,4,2,521,11,0,0,-0.2
"B23-12366",1-01-01,1,7,3,2,110,41,0,0,-0.2
"B23-12368",1-01-01,1,2,0,1,1,0,0,0,0
"B23-12369",1-01-01,1,5,1,2,18,0,0,0,-0.2
"B23-12545",1-01-01,1,18,8,3,11,0,0,0,0
"B23-12590",1-01-01,1,32,4,5,12,0,0,0,0
"B23-12591",1-01-01,1,74,8,21,83,0,0,0,0
"B23-12630",1-01-01,1,18,2,2,2,0,0,0,0
"B23-12684",1-01-01,1,14,1,0,0,0,0,0,-0.1
"B23-12709",1-01-01,1,50,6,17,243,0,0,0,-0.2
"B23-12783",1-01-01,1,49,6,0,0,0,0,0,-0.1
"B23-12793",1-01-01,1,14,1,0,0,0,0,0,0
"B23-12811",1-01-01,1,27,5,5,17,0,1,2,-0.1
"B23-12841",1-01-01,1,35,6,13,43,0,0,0,0
"B23-12976",1-01-01,1,12,4,1,89,0,0,1,-0.1
"B23-12979",1-01-01,1,36,12,3,1085,0,0,0,0
"B23-B1",1-01-01,1,64,14,6,23,0,2,3,0
"B23-SONGS Unit 2",1-01-01,1,47,6,9,20,0,0,1,0
"B94-0009",1-01-01,1,123,20,27,206,0,0,0,0
"B94-0016",1-01-01,1,101,13,23,104,0,0,0,-0.1
"B94-0032",1-01-01,1,62,8,11,16,0,0,0,0
"B94-0038",1-01-01,1,85,14,14,76,0,0,0,-0.1
"B94-0046",1-01-01,1,38,4,2,3,0,0,0,0
"B94-0059",1-01-01,1,64,7,18,45,0,0,0,0
"B94-0060",1-01-01,1,88,17,13,50,0,0,0,-0.1
"B94-0085",1-01-01,1,108,12,23,70,0,0,0,-0.1
"B94-0103",1-01-01,1,92,13,17,87,0,0,0,0
"B94-0112",1-01-01,1,70,7,17,50,0,0,0,-0.1
"B94-0115",1-01-01,1,106,12,25,116,0,0,0,0
"B94-0122",1-01-01,1,92,12,20,75,0,0,0,-0.1
"B94-0136",1-01-01,1,56,7,6,9,0,0,0,-0.1
"B94-0150",1-01-01,1,94,12,17,66,0,0,0,-0.1
"B94-0161",1-01-01,1,83,8,21,89,0,0,0,0
"B94-0189",1-01-01,1,65,11,11,48,0,0,0,-0.1
"B94-0228",1-01-01,1,61,7,7,13,0,0,0,-0.1
"B94-0232",1-01-01,1,57,9,8,18,0,0,0,-0.1
"B94-0234",1-01-01,1,88,17,17,58,0,0,0,-0.2
"B94-0245",1-01-01,1,89,13,33,223,0,0,0,0
"B94-0252",1-01-01,1,44,7,8,23,0,0,0,0
"B94-0255",1-01-01,1,50,6,13,39,0,0,0,-0.1
"B94-0289",1-01-01,1,42,3,5,14,0,0,0,-0.1
"B94-0297",1-01-01,1,60,16,10,30,0,0,0,0
"B94-0334",1-01-01,1,75,5,16,44,0,0,0,-0.1
"B94-0360",1-01-01,1,65,7,13,38,0,0,0,0
"B94-0365",1-01-01,1,71,4,19,60,0,0,0,-0.1
"B94-0366",1-01-01,1,55,6,15,29,0,0,0,0
"B94-0371",1-01-01,1,67,9,13,25,0,0,0,-0.1
"B94-0381",1-01-01,1,30,3,6,11,0,0,0,0
"B94-0398",1-01-01,1,33,3,5,20,0,0,0,0
"B94-0407",1-01-01,1,22,2,2,10,0,0,0,0
"B94-0446",1-01-01,1,57,6,14,29,0,0,0,-0.1
"B94-0460",1-01-01,1,31,2,4,5,0,0,0,0
"B94-0474",1-01-01,1,22,2,3,14,0,0,0,0
"B94-0480",1-01-01,1,46,2,6,11,0,0,0,-0.1
"B94-0499",1-01-01,1,44,3,7,13,0,0,0,-0.1
"B94-0502",1-01-01,1,55,9,11,102,0,0,0,0
"B94-0503",1-01-01,1,34,6,5,5,0,0,0,0
"B94-0530",1-01-01,1,34,5,6,17,0,0,0,0
"B94-0533",1-01-01,1,51,7,9,25,0,0,1,0
"B94-0535",1-01-01,1,35,3,4,8,0,0,0,0
"B94-0537",1-01-01,1,81,14,15,48,0,0,0,-0.2
"B94-0540",1-01-01,1,61,15,9,20,0,0,0,0
"B94-0542",1-01-01,1,36,5,7,7,0,0,0,0
"B94-0552",1-01-01,1,25,5,4,12,0,0,5,0
"B94-0560",1-01-01,1,24,7,4,11,0,0,1,0
"B94-0577",1-01-01,1,58,4,12,52,0,0,0,0
"B94-0595",1-01-01,1,46,9,5,15,0,0,5,0
"B94-0604",1-01-01,1,27,3,7,67,0,0,0,0
"B94-0617",1-01-01,1,31,12,5,77,0,0,4,0
"B94-0621",1-01-01,1,71,12,16,60,0,0,0,0
"B94-0652",1-01-01,1,75,15,16,116,0,0,0,0
"B94-0661",1-01-01,1,66,4,13,67,0,0,0,-0.2
"B94-0665",1-01-01,1,73,12,14,43,0,0,0,0
"B94-0670",1-01-01,1,34,3,9,28,0,0,0,-0.1
"B94-0682",1-01-01,1,46,7,9,31,0,0,0,-0.1
"B94-0708",1-01-01,1,29,1,7,48,0,0,0,0
"B94-0714",1-01-01,1,84,8,19,161,0,0,0,-0.1
"B94-0739",1-01-01,1,74,6,18,41,0,0,0,0
"B94-0753",1-01-01,1,79,5,29,135,0,0,0,-0.2
"B94-0757",1-01-01,1,71,12,18,75,0,0,0,0
"B94-0758",1-01-01,1,44,7,12,33,0,0,1,0
"B94-0759",1-01-01,1,47,12,10,27,0,0,0,0
"B94-0814",1-01-01,1,59,3,19,108,0,0,0,0
"B94-0815",1-01-01,1,38,4,14,69,0,0,0,0
"B94-0820",1-01-01,1,42,7,11,48,0,0,1,0
"B94-0823",1-01-01,1,77,10,14,139,0,0,0,-0.1
"B94-0827",1-01-01,1,92,9,27,158,0,0,0,-0.1
"B94-0830",1-01-01,1,78,11,18,115,0,0,0,0
"B94-0831",1-01-01,1,84,13,24,103,0,0,0,0
"B94-0833",1-01-01,1,86,8,28,85,0,0,0,0
"B94-0834",1-01-01,1,25,4,1,1,0,0,0,-0.1
"B94-0846",1-01-01,1,79,7,19,68,0,0,0,0
"B94-0859",1-01-01,1,27,1,9,19,0,0,0,0
"B94-0884",1-01-01,1,68,11,13,76,0,0,0,0
"B94-0886",1-01-01,1,47,13,17,49,0,0,1,0
"B94-0890",1-01-01,1,73,12,22,103,0,0,0,0
"B94-0894",1-01-01,1,86,12,19,71,0,0,0,-0.1
"B94-0897",1-01-01,1,79,17,17,87,0,0,0,0
"B94-0899",1-01-01,1,69,9,14,38,0,1,0,0
"B94-0900",1-01-01,1,41,9,11,67,0,0,0,0
"B94-0902",1-01-01,1,56,8,18,100,0,0,0,0
"B94-0903",1-01-01,1,83,15,21,65,0,0,0,0
"B94-0908",1-01-01,1,78,16,19,77,0,0,0,0
"B94-0916",1-01-01,1,50,11,12,51,0,0,0,0
"B94-0918",1-01-01,1,64,17,14,85,0,1,0,0
"B94-0920",1-01-01,1,71,17,13,35,0,2,0,0
"B94-0921",1-01-01,1,68,8,19,69,0,0,0,0
"B94-0929",1-01-01,1,50,15,9,66,0,0,0,0
"B94-0936",1-01-01,1,55,14,13,32,0,0,0,0
"B94-0937",1-01-01,1,35,3,13,68,0,0,0,0
"B94-0942",1-01-01,1,52,13,10,42,0,0,0,0
"B94-0943",1-01-01,1,69,13,17,62,0,0,0,0
"B94-0947",1-01-01,1,55,4,16,51,0,0,0,0
"B94-0949",1-01-01,1,34,5,9,23,0,0,0,0
"B94-0960",1-01-01,1,69,13,17,51,0,0,0,0
"B94-0972",1-01-01,1,39,4,8,12,0,0,0,0
"B94-0976",1-01-01,1,51,5,14,161,0,0,0,0
"B94-0977",1-01-01,1,63,9,16,46,0,0,0,0
"B94-0988",1-01-01,1,64,10,19,57,0,0,0,0
"B94-0993",1-01-01,1,61,9,16,34,0,0,0,0
"B94-0997",1-01-01,1,45,3,10,30,0,0,0,0
"B94-1001",1-01-01,1,45,4,8,24,0,0,0,0
"B94-1003",1-01-01,1,62,9,17,46,0,0,0,0
"B94-1005",1-01-01,1,60,9,17,65,0,0,0,-0.1
"B94-1014",1-01-01,1,62,8,14,31,0,0,0,0
"B94-1019",1-01-01,1,36,5,10,18,0,0,0,0
"B94-1025",1-01-01,1,37,8,8,31,0,0,2,0
"B94-1026",1-01-01,1,89,17,20,104,0,0,0,0
"B94-1027",1-01-01,1,71,5,18,64,0,0,0,0
"B94-1028",1-01-01,1,30,4,4,5,0,0,0,0
"B94-1034",1-01-01,1,11,4,3,3,0,0,0,0
"B94-1040",1-01-01,1,67,7,15,47,0,0,0,0
"B94-1042",1-01-01,1,56,11,16,142,0,0,0,0
"B94-1045",1-01-01,1,80,11,19,96,0,0,0,0
"B94-1046",1-01-01,1,52,9,17,79,0,0,1,0
"B94-1049",1-01-01,1,79,10,16,55,0,0,0,0
"B94-1052",1-01-01,1,15,4,1,2,0,0,0,0
"B94-1056",1-01-01,1,38,11,4,4,0,0,0,0
"B94-1059",1-01-01,1,33,8,6,9,0,0,0,0
"B94-1065",1-01-01,1,60,8,9,51,0,0,0,0
"B94-1067",1-01-01,1,44,9,6,12,0,0,0,0
"B94-1072",1-01-01,1,66,10,12,40,0,0,0,0
"B94-1074",1-01-01,1,38,5,9,17,0,0,0,0
"B94-1078",1-01-01,1,29,4,6,14,0,0,0,0
"B94-1081",1-01-01,1,56,8,19,71,0,0,0,0
"B94-1085",1-01-01,1,62,11,16,60,0,0,0,0
"B94-1090",1-01-01,1,55,12,18,86,0,0,0,0
"B94-1091",1-01-01,1,68,11,10,22,0,0,0,0
"B94-1096",1-01-01,1,67,10,12,35,0,0,0,0
"B94-1100",1-01-01,1,62,8,14,45,0,2,0,0
"B94-1103",1-01-01,1,62,7,13,33,0,0,0,-0.1
"B94-1106",1-01-01,1,40,3,10,26,0,0,0,0
"B94-1108",1-01-01,1,63,16,8,20,0,0,0,0
"B94-1109",1-01-01,1,74,12,15,28,0,1,0,0
"B94-1110",1-01-01,1,42,8,7,23,0,0,0,0
"B94-1118",1-01-01,1,46,5,12,53,0,0,0,0
"B94-1119",1-01-01,1,77,11,20,64,0,0,0,0
"B94-1120",1-01-01,1,30,4,7,23,0,0,0,0
"B94-1121",1-01-01,1,73,9,19,47,0,0,0,-0.1
"B94-1122",1-01-01,1,47,8,6,14,0,0,0,0
"B94-1123",1-01-01,1,55,11,13,39,0,0,0,-0.1
"B94-1126",1-01-01,1,36,12,1,1,0,0,0,0
"B94-1128",1-01-01,1,59,9,12,53,0,0,0,0
"B94-1131",1-01-01,1,22,2,5,6,0,0,0,-0.1
"B94-1142",1-01-01,1,65,12,18,48,0,0,0,0
"B94-1146",1-01-01,1,58,7,9,18,0,0,0,0
"B94-1148",1-01-01,1,24,6,1,2,0,0,0,0
"B94-1150",1-01-01,1,64,7,12,24,0,0,0,0
"B94-1152",1-01-01,1,32,5,8,19,0,0,0,0
"B94-1159",1-01-01,1,45,6,7,27,0,0,0,0
"B94-1162",1-01-01,1,38,3,8,23,0,0,0,0
"B94-1168",1-01-01,1,44,5,9,30,0,0,0,0
"B94-1169",1-01-01,1,41,5,7,25,0,0,0,0
"B94-1170",1-01-01,1,72,4,17,43,0,0,0,0
"B94-1173",1-01-01,1,74,14,8,34,0,0,0,0
"B94-1175",1-01-01,1,38,3,11,57,0,0,0,-0.1
"B94-1187",1-01-01,1,48,14,14,55,0,0,0,0
"B94-1191",1-01-01,1,54,4,10,44,0,0,0,0
"B94-1195",1-01-01,1,35,6,10,50,0,0,0,0
"B94-1208",1-01-01,1,50,10,12,64,0,0,0,0
"B94-1214",1-01-01,1,63,13,10,19,0,0,0,-0.1
"B94-1222",1-01-01,1,44,3,14,42,0,0,0,0
"B94-1223",1-01-01,1,72,16,18,76,0,0,15,0
"B94-1224",1-01-01,1,35,8,8,15,0,0,0,0
"B94-1227",1-01-01,1,60,16,12,33,0,0,2,0
"B94-1232",1-01-01,1,115,18,18,68,0,0,0,-0.1
"B94-1236",1-01-01,1,73,15,22,59,0,0,0,0
"B94-1256",1-01-01,1,47,8,6,14,0,0,0,0
"B94-1267",1-01-01,1,105,23,14,181,0,0,0,-0.1
"B94-1272",1-01-01,1,41,6,10,22,0,0,0,-0.1
"B94-1287",1-01-01,1,66,14,12,41,0,0,13,0
"B94-1300",1-01-01,1,108,16,18,134,0,0,0,-0.1
"B94-1306",1-01-01,1,57,9,12,19,0,0,4,0
"B94-1312",1-01-01,1,86,18,18,98,0,0,0,-0.1
"B94-1321",1-01-01,1,91,16,18,126,0,0,0,0
"B94-1328",1-01-01,1,98,18,20,90,0,0,0,-0.1
"B94-1332",1-01-01,1,87,14,23,180,0,0,0,0
"B94-1340",1-01-01,1,104,12,18,128,0,0,0,-0.1
"B94-1348",1-01-01,1,60,11,10,22,0,0,1,0
"B94-1355",1-01-01,1,92,15,22,157,0,0,0,0
"B94-1378",1-01-01,1,92,18,15,54,0,0,3,0
"B94-1399",1-01-01,1,80,16,14,66,0,0,3,0
"B94-1401",1-01-01,1,86,19,10,24,0,0,0,0
"B94-1406",1-01-01,1,106,9,29,117,0,0,0,0
"B94-1415",1-01-01,1,91,11,19,83,0,0,0,0
"B94-1417",1-01-01,1,90,14,16,65,0,0,0,-0.2
"B94-1418",1-01-01,1,81,9,13,19,0,0,0,-0.1
"B94-1424",1-01-01,1,78,9,19,56,0,0,0,0
"B94-1426",1-01-01,1,114,13,24,68,0,0,0,0
"B94-1444",1-01-01,1,51,9,11,32,0,0,0,0
"B94-1450",1-01-01,1,45,5,5,8,0,0,0,-0.1
"B94-1455",1-01-01,1,61,7,16,113,0,0,0,-0.1
"B94-1468",1-01-01,1,75,10,11,26,0,0,0,-0.1
"B94-1469",1-01-01,1,49,2,9,28,0,0,0,0
"B94-1550",1-01-01,1,51,15,8,20,0,0,0,0
"B94-1551",1-01-01,1,46,4,4,8,0,0,0,-0.2
"B94-1560",1-01-01,1,54,6,14,45,0,0,0,-0.1
"B94-1570",1-01-01,1,45,5,11,42,0,0,0,0
"B94-1571",1-01-01,1,42,1,6,8,0,0,0,0
"B94-1572",1-01-01,1,89,6,23,100,0,0,0,0
"B94-1574",1-01-01,1,58,3,18,49,0,0,0,0
"B94-1585",1-01-01,1,48,2,19,79,0,0,0,0
"B94-1595",1-01-01,1,78,6,17,57,0,0,0,-0.1
"B94-1617",1-01-01,1,48,8,16,66,0,0,0,0
"B94-1634",1-01-01,1,57,9,16,34,0,0,0,0
"B94-1635",1-01-01,1,54,11,16,47,0,0,0,0
"B94-1650",1-01-01,1,61,10,18,49,0,0,0,0
"B94-1654",1-01-01,1,65,7,19,73,0,0,0,0
"B94-1655",1-01-01,1,29,2,5,10,0,0,0,0
"B94-1660",1-01-01,1,102,10,26,78,0,0,0,0
"B94-1662",1-01-01,1,42,4,9,27,0,0,0,0
"B94-1667",1-01-01,1,65,10,15,44,0,0,0,0
"B94-1684",1-01-01,1,42,7,15,65,0,0,0,0
"B94-1728",1-01-01,1,44,3,12,16,0,0,0,0
"B94-1734",1-01-01,1,68,5,13,62,0,0,0,0
"B94-1737",1-01-01,1,40,4,4,5,0,0,0,0
"B94-1739",1-01-01,1,89,17,18,47,0,0,0,-0.1
"B94-1757",1-01-01,1,93,11,17,47,0,0,0,-0.1
"B94-1767",1-01-01,1,44,3,9,21,0,0,0,0
"B94-1769",1-01-01,1,53,6,9,23,0,0,0,0
"B94-1770",1-01-01,1,36,2,8,18,0,0,0,0
"B94-1774",1-01-01,1,66,6,19,67,0,0,0,0
"B94-1776",1-01-01,1,69,12,21,52,0,0,0,0
"B94-1780",1-01-01,1,61,11,20,58,0,0,1,0
"B94-1791",1-01-01,1,40,4,12,43,0,0,0,0
"B94-1793",1-01-01,1,74,12,19,62,0,0,0,-0.1
"B94-1794",1-01-01,1,48,4,15,63,0,0,0,0
"B94-1797",1-01-01,1,38,4,5,15,0,0,0,0
"B94-1799",1-01-01,1,58,6,21,96,0,0,0,-0.1
"B94-1804",1-01-01,1,60,9,13,25,0,0,0,0
"B94-1811",1-01-01,1,47,5,15,35,0,0,0,0
"B94-1825",1-01-01,1,58,9,13,39,0,0,0,0
"B94-1828",1-01-01,1,55,6,11,24,0,0,0,0
"B94-1833",1-01-01,1,52,3,12,31,0,0,0,0
"B94-1836",1-01-01,1,45,6,4,17,0,0,0,0
"B94-1839",1-01-01,1,72,5,14,24,0,0,0,-0.1
"B94-1850",1-01-01,1,52,5,13,26,0,0,0,0
"B94-1867",1-01-01,1,29,6,7,12,0,0,0,0
"B94-1871",1-01-01,1,38,2,9,11,0,0,0,0
"B94-1874",1-01-01,1,40,6,10,35,0,0,0,0
"B94-1888",1-01-01,1,33,2,6,9,0,0,0,0
"B94-1892",1-01-01,1,57,11,9,51,0,0,0,0
"B94-1903",1-01-01,1,44,5,6,25,0,0,0,0
"B94-1905",1-01-01,1,41,3,13,57,0,0,0,0
"B94-1908",1-01-01,1,41,7,4,5,0,0,0,0
"B94-1916",1-01-01,1,35,5,7,18,0,0,0,0
"B94-1944",1-01-01,1,39,11,7,43,0,0,2,0
"B94-2001",1-01-01,1,52,10,9,25,0,0,0,-0.1
"B94-2011",1-01-01,1,37,6,8,23,0,0,0,0
"B98-2066",1-01-01,1,67,11,7,16,0,0,0,0
"B98-2068",1-01-01,1,38,5,9,47,0,0,0,-0.1
"B98-2071",1-01-01,1,20,1,3,5,0,0,0,0
"B98-2072",1-01-01,1,16,3,4,6,0,0,0,0
"B98-2073",1-01-01,1,33,6,2,3,0,0,0,0
"B98-2075",1-01-01,1,45,2,4,6,0,0,0,0
"B98-2077",1-01-01,1,53,8,9,26,0,0,0,0
"B98-2078",1-01-01,1,18,2,2,3,0,0,0,0
"B98-2081",1-01-01,1,64,9,14,56,0,0,0,-0.2
"B98-2082",1-01-01,1,46,5,8,10,0,0,0,-0.1
"B98-2083",1-01-01,1,26,2,3,4,0,0,0,0
"B98-2086",1-01-01,1,29,3,1,3,0,0,0,0
"B98-2087",1-01-01,1,32,5,1,6,0,0,0,0
"B98-2088",1-01-01,1,50,7,4,19,0,0,0,0
"B98-2089",1-01-01,1,25,1,3,5,0,0,0,0
"B98-2091",1-01-01,1,39,6,3,6,0,0,0,-0.1
"B98-2093",1-01-01,1,25,2,7,20,0,0,0,0
"B98-2128",1-01-01,1,10,2,1,3,0,0,0,0
"B98-2129",1-01-01,1,32,5,5,113,0,0,0,-0.2
"B98-2130",1-01-01,1,26,1,6,80,0,0,0,0
"B98-2131",1-01-01,1,23,5,3,6,0,0,0,-0.1
"B98-2132",1-01-01,1,8,0,5,10,0,0,0,0
"B98-2134",1-01-01,1,29,5,7,39,0,0,0,-0.1
"B98-2136",1-01-01,1,20,3,4,5,0,0,0,0
"B98-2137",1-01-01,1,39,4,11,83,0,0,0,-0.1
"B98-2138",1-01-01,1,23,5,2,2,0,0,0,0
"B98-2141",1-01-01,1,40,9,5,69,0,0,0,-0.2
"B98-2142",1-01-01,1,29,8,4,9,0,0,0,-0.1
"B98-2143",1-01-01,1,46,13,4,61,0,0,0,-0.1
"B98-2144",1-01-01,1,42,14,6,104,0,0,0,-0.1
"B98-2145",1-01-01,1,60,16,10,144,0,0,0,-0.2
"B98-2146",1-01-01,1,78,20,8,56,0,0,0,-0.1
"B98-2147",1-01-01,1,34,9,3,35,0,0,0,0
"B98-2148",1-01-01,1,62,11,14,33,0,0,2,-0.1
"B98-2149",1-01-01,1,41,14,11,220,0,1,0,0
"B98-2150",1-01-01,1,33,3,10,90,0,0,0,0
"B98-2151",1-01-01,1,21,4,3,37,0,0,0,0
"B98-2152",1-01-01,1,52,18,13,255,0,0,0,0
"B98-2153",1-01-01,1,62,14,13,151,0,0,6,0
"B98-2154",1-01-01,1,29,5,5,14,0,0,0,0
"B98-2155",1-01-01,1,37,15,5,22,0,0,0,0
"B98-2156",1-01-01,1,39,17,4,5,0,0,0,0
"B98-2157",1-01-01,1,53,14,8,43,0,0,0,0
"B98-2158",1-01-01,1,41,7,8,30,0,0,0,0
"B98-2159",1-01-01,1,57,10,8,16,0,0,0,-0.1
"B98-2160",1-01-01,1,53,12,6,17,0,0,0,0
"B98-2161",1-01-01,1,49,14,6,7,0,0,0,0
"B98-2162",1-01-01,1,7,3,1,1,0,0,0,-0.1
"B98-2163",1-01-01,1,40,10,6,8,0,0,0,0
"B98-2164",1-01-01,1,51,7,7,68,0,0,1,-0.1
"B98-2167",1-01-01,1,33,11,4,6,0,0,0,0
"B98-2168",1-01-01,1,31,11,5,23,0,0,0,0
