"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NotomastusAbun","PctSensTaxa"
"B94-1123",1-01-01,1,59,11,0,38.9830508474576
"B94-1126",1-01-01,1,50,12,0,18
"B94-1128",1-01-01,1,82,9,0,18.2926829268293
"B94-1131",1-01-01,1,35,2,0,8.57142857142857
"B94-1142",1-01-01,1,89,12,0,19.1011235955056
"B94-1146",1-01-01,1,74,7,1,17.5675675675676
"B94-1148",1-01-01,1,32,6,0,18.75
"B94-1150",1-01-01,1,88,7,0,18.1818181818182
"B94-1152",1-01-01,1,50,5,0,16
"B94-1159",1-01-01,1,64,6,0,14.0625
"B94-1162",1-01-01,1,55,3,0,16.3636363636364
"B94-1168",1-01-01,1,66,5,0,18.1818181818182
"B94-1169",1-01-01,1,57,5,0,12.280701754386
"B94-1170",1-01-01,1,95,4,0,20
"B94-1173",1-01-01,1,100,14,0,19
"B94-1175",1-01-01,1,59,3,0,13.5593220338983
"B94-1187",1-01-01,1,72,14,0,20.8333333333333
"B94-1191",1-01-01,1,69,4,0,14.4927536231884
"B94-1195",1-01-01,1,48,6,0,18.75
"B94-1208",1-01-01,1,55,10,2,25.4545454545455
"B94-1214",1-01-01,1,82,13,0,17.0731707317073
"B94-1222",1-01-01,1,49,3,0,24.4897959183673
"B94-1223",1-01-01,1,79,16,0,26.5822784810127
"B94-1224",1-01-01,1,37,8,0,35.1351351351351
"B94-1227",1-01-01,1,65,16,0,35.3846153846154
"B94-1232",1-01-01,1,126,18,36,18.2539682539683
"B94-1236",1-01-01,1,86,15,0,22.093023255814
"B94-1256",1-01-01,1,52,8,0,23.0769230769231
"B94-1267",1-01-01,1,124,23,30,19.3548387096774
"B94-1272",1-01-01,1,51,6,0,21.5686274509804
"B94-1287",1-01-01,1,70,14,0,31.4285714285714
"B94-1300",1-01-01,1,123,16,0,21.9512195121951
"B94-1306",1-01-01,1,59,9,0,30.5084745762712
"B94-1312",1-01-01,1,96,18,0,26.0416666666667
"B94-1321",1-01-01,1,105,16,0,23.8095238095238
"B94-1328",1-01-01,1,115,18,0,24.3478260869565
"B94-1332",1-01-01,1,98,14,0,27.5510204081633
"B94-1340",1-01-01,1,133,12,0,19.5488721804511
"B94-1348",1-01-01,1,63,11,0,31.7460317460317
"B94-1355",1-01-01,1,105,15,0,27.6190476190476
"B94-1378",1-01-01,1,100,18,0,27
"B94-1399",1-01-01,1,88,16,0,27.2727272727273
"B94-1401",1-01-01,1,93,19,2,20.4301075268817
"B94-1406",1-01-01,1,130,9,0,20
"B94-1415",1-01-01,1,103,11,0,21.3592233009709
"B94-1417",1-01-01,1,104,14,2,14.4230769230769
"B94-1418",1-01-01,1,110,9,1,11.8181818181818
"B94-1424",1-01-01,1,88,9,1,22.7272727272727
"B94-1426",1-01-01,1,145,13,0,16.551724137931
"B94-1444",1-01-01,1,64,9,0,12.5
"B94-1450",1-01-01,1,60,5,2,11.6666666666667
"B94-1455",1-01-01,1,78,7,0,19.2307692307692
"B94-1468",1-01-01,1,98,10,0,15.3061224489796
"B94-1469",1-01-01,1,70,2,0,11.4285714285714
"B94-1550",1-01-01,1,59,15,0,27.1186440677966
"B94-1551",1-01-01,1,61,4,0,14.7540983606557
"B94-1560",1-01-01,1,71,6,0,14.0845070422535
"B94-1570",1-01-01,1,62,5,0,17.741935483871
"B94-1571",1-01-01,1,60,1,0,13.3333333333333
"B94-1572",1-01-01,1,104,6,2,22.1153846153846
"B94-1574",1-01-01,1,80,3,0,17.5
"B94-1585",1-01-01,1,66,2,0,15.1515151515152
"B94-1595",1-01-01,1,113,6,0,13.2743362831858
"B94-1617",1-01-01,1,53,8,0,33.9622641509434
"B94-1634",1-01-01,1,60,9,0,26.6666666666667
"B94-1635",1-01-01,1,60,11,0,33.3333333333333
"B94-1650",1-01-01,1,64,10,0,34.375
"B94-1654",1-01-01,1,71,7,0,26.7605633802817
"B94-1655",1-01-01,1,40,2,0,22.5
"B94-1660",1-01-01,1,125,10,1,15.2
"B94-1662",1-01-01,1,60,4,0,20
"B94-1667",1-01-01,1,91,10,0,13.1868131868132
"B94-1684",1-01-01,1,47,7,0,27.6595744680851
"B94-1728",1-01-01,1,64,3,0,18.75
"B94-1734",1-01-01,1,90,5,0,22.2222222222222
"B94-1737",1-01-01,1,53,4,0,15.0943396226415
"B94-1739",1-01-01,1,97,17,1,26.8041237113402
"B94-1757",1-01-01,1,127,11,0,17.3228346456693
"B94-1767",1-01-01,1,64,3,0,14.0625
"B94-1769",1-01-01,1,72,6,0,18.0555555555556
"B94-1770",1-01-01,1,58,2,0,13.7931034482759
"B94-1774",1-01-01,1,96,6,0,16.6666666666667
"B94-1776",1-01-01,1,79,12,3,29.1139240506329
"B94-1780",1-01-01,1,67,11,0,29.8507462686567
"B94-1791",1-01-01,1,49,4,0,16.3265306122449
"B94-1793",1-01-01,1,87,12,2,28.735632183908
"B94-1794",1-01-01,1,74,4,0,18.9189189189189
"B94-1797",1-01-01,1,51,4,0,13.7254901960784
"B94-1799",1-01-01,1,66,6,0,19.6969696969697
"B94-1804",1-01-01,1,68,9,1,23.5294117647059
"B94-1811",1-01-01,1,53,5,0,26.4150943396226
"B94-1825",1-01-01,1,75,9,0,16
"B94-1828",1-01-01,1,72,6,0,13.8888888888889
"B94-1833",1-01-01,1,75,3,0,16
"B94-1836",1-01-01,1,61,6,0,9.83606557377049
"B94-1839",1-01-01,1,90,5,2,21.1111111111111
"B94-1850",1-01-01,1,79,5,1,13.9240506329114
"B94-1867",1-01-01,1,32,6,1,18.75
"B94-1871",1-01-01,1,57,2,0,12.280701754386
"B94-1874",1-01-01,1,56,6,0,17.8571428571429
"B94-1888",1-01-01,1,53,2,1,11.3207547169811
"B94-1892",1-01-01,1,74,11,0,21.6216216216216
"B94-1903",1-01-01,1,69,5,0,13.0434782608696
"B94-1905",1-01-01,1,69,3,0,14.4927536231884
"B94-1908",1-01-01,1,54,7,2,7.40740740740741
"B94-1916",1-01-01,1,44,5,1,13.6363636363636
"B94-1944",1-01-01,1,40,11,1,35
"B94-2001",1-01-01,1,73,10,0,13.6986301369863
"B94-2011",1-01-01,1,47,6,0,29.7872340425532
"B98-2066",1-01-01,1,81,11,5,14.8148148148148
"B98-2068",1-01-01,1,48,5,0,22.9166666666667
"B98-2071",1-01-01,1,25,1,0,20
"B98-2072",1-01-01,1,16,3,0,18.75
"B98-2073",1-01-01,1,46,6,0,15.2173913043478
"B98-2075",1-01-01,1,56,2,1,10.7142857142857
"B98-2077",1-01-01,1,65,8,0,16.9230769230769
"B98-2078",1-01-01,1,25,2,0,28
"B98-2081",1-01-01,1,81,9,0,16.0493827160494
"B98-2082",1-01-01,1,60,5,0,15
"B98-2083",1-01-01,1,33,2,0,27.2727272727273
"B98-2086",1-01-01,1,39,3,0,15.3846153846154
"B98-2087",1-01-01,1,39,5,0,12.8205128205128
"B98-2088",1-01-01,1,59,7,0,16.9491525423729
"B98-2089",1-01-01,1,32,1,1,25
"B98-2091",1-01-01,1,52,6,0,13.4615384615385
"B98-2093",1-01-01,1,40,2,1,10
"B98-2128",1-01-01,1,10,2,0,30
"B98-2129",1-01-01,1,32,5,13,18.75
"B98-2130",1-01-01,1,26,1,0,15.3846153846154
"B98-2131",1-01-01,1,24,5,0,12.5
"B98-2132",1-01-01,1,13,0,0,7.69230769230769
"B98-2134",1-01-01,1,30,5,0,10
"B98-2136",1-01-01,1,20,3,0,5
"B98-2137",1-01-01,1,39,4,0,7.69230769230769
"B98-2138",1-01-01,1,23,5,0,13.0434782608696
"B98-2141",1-01-01,1,42,9,0,11.9047619047619
"B98-2142",1-01-01,1,29,8,0,10.3448275862069
"B98-2143",1-01-01,1,46,13,0,17.3913043478261
"B98-2144",1-01-01,1,43,14,0,9.30232558139535
"B98-2145",1-01-01,1,62,16,2,19.3548387096774
"B98-2146",1-01-01,1,79,20,6,18.9873417721519
"B98-2147",1-01-01,1,37,9,0,10.8108108108108
"B98-2148",1-01-01,1,64,11,1,35.9375
"B98-2149",1-01-01,1,46,14,6,17.3913043478261
"B98-2150",1-01-01,1,33,3,1,27.2727272727273
"B98-2151",1-01-01,1,21,4,0,9.52380952380952
"B98-2152",1-01-01,1,53,18,2,26.4150943396226
"B98-2153",1-01-01,1,63,14,2,34.9206349206349
"B98-2154",1-01-01,1,29,5,0,34.4827586206897
"B98-2155",1-01-01,1,40,15,3,22.5
"B98-2156",1-01-01,1,42,17,1,30.952380952381
"B98-2157",1-01-01,1,53,14,5,24.5283018867925
"B98-2158",1-01-01,1,43,7,2,16.2790697674419
"B98-2159",1-01-01,1,58,10,12,20.6896551724138
"B98-2160",1-01-01,1,55,12,5,14.5454545454545
"B98-2161",1-01-01,1,49,14,2,22.4489795918367
"B98-2162",1-01-01,1,8,3,0,0
"B98-2163",1-01-01,1,42,10,1,16.6666666666667
"B98-2164",1-01-01,1,52,7,1,30.7692307692308
"B98-2167",1-01-01,1,34,11,0,23.5294117647059
"B98-2168",1-01-01,1,31,11,3,19.3548387096774
"B98-2169",1-01-01,1,15,2,0,0
"B98-2170",1-01-01,1,35,4,1,5.71428571428571
"B98-2172",1-01-01,1,48,6,4,16.6666666666667
"B98-2173",1-01-01,1,33,9,0,18.1818181818182
"B98-2174",1-01-01,1,48,9,118,27.0833333333333
"B98-2175",1-01-01,1,58,10,0,24.1379310344828
"B98-2176",1-01-01,1,28,5,4,7.14285714285714
"B98-2177",1-01-01,1,9,1,0,0
"B98-2178",1-01-01,1,34,8,0,17.6470588235294
"B98-2179",1-01-01,1,35,4,0,8.57142857142857
"B98-2182",1-01-01,1,6,1,0,0
"B98-2184",1-01-01,1,41,9,0,19.5121951219512
"B98-2185",1-01-01,1,47,8,2,12.7659574468085
"B98-2186",1-01-01,1,80,15,4,22.5
"B98-2187",1-01-01,1,76,18,19,23.6842105263158
"B98-2188",1-01-01,1,39,7,4,20.5128205128205
"B98-2189",1-01-01,1,110,14,1,14.5454545454545
"B98-2190",1-01-01,1,107,7,1,15.8878504672897
"B98-2191",1-01-01,1,75,10,3,17.3333333333333
"B98-2192",1-01-01,1,99,11,0,17.1717171717172
"B98-2194",1-01-01,1,78,11,2,15.3846153846154
"B98-2195",1-01-01,1,82,10,3,18.2926829268293
"B98-2196",1-01-01,1,113,14,3,14.1592920353982
"B98-2197",1-01-01,1,85,10,0,21.1764705882353
"B98-2198",1-01-01,1,85,13,0,20
"B98-2199",1-01-01,1,94,13,1,8.51063829787234
"B98-2200",1-01-01,1,96,15,7,13.5416666666667
"B98-2201",1-01-01,1,85,13,1,8.23529411764706
"B98-2202",1-01-01,1,82,18,4,14.6341463414634
"B98-2204",1-01-01,1,98,20,2,11.2244897959184
"B98-2205",1-01-01,1,96,6,1,15.625
"B98-2206",1-01-01,1,119,10,3,15.9663865546218
"B98-2207",1-01-01,1,50,4,0,26
"B98-2208",1-01-01,1,122,13,8,18.0327868852459
"B98-2209",1-01-01,1,101,14,0,14.8514851485149
"B98-2210",1-01-01,1,103,13,0,20.3883495145631
"B98-2211",1-01-01,1,109,12,0,19.2660550458716
"B98-2212",1-01-01,1,108,18,1,24.0740740740741
"B98-2213",1-01-01,1,50,4,0,24
"B98-2214",1-01-01,1,79,16,0,12.6582278481013
"B98-2215",1-01-01,1,76,10,1,11.8421052631579
"B98-2216",1-01-01,1,63,7,2,12.6984126984127
"B98-2217",1-01-01,1,67,9,0,13.4328358208955
"B98-2218",1-01-01,1,81,16,0,16.0493827160494
"B98-2219",1-01-01,1,92,4,0,11.9565217391304
"B98-2220",1-01-01,1,79,19,0,17.7215189873418
"B98-2221",1-01-01,1,35,6,0,11.4285714285714
"B98-2222",1-01-01,1,35,4,0,17.1428571428571
"B98-2223",1-01-01,1,36,5,0,19.4444444444444
"B98-2224",1-01-01,1,39,9,1,17.9487179487179
"B98-2225",1-01-01,1,69,11,0,11.5942028985507
"B98-2226",1-01-01,1,57,12,0,10.5263157894737
"B98-2227",1-01-01,1,50,11,0,16
"B98-2228",1-01-01,1,40,9,0,25
"B98-2229",1-01-01,1,64,12,0,25
"B98-2230",1-01-01,1,68,12,0,25
"B98-2231",1-01-01,1,68,14,0,20.5882352941176
"B98-2233",1-01-01,1,36,9,0,16.6666666666667
"B98-2235",1-01-01,1,28,4,0,10.7142857142857
"B98-2238",1-01-01,1,39,7,0,15.3846153846154
"B98-2239",1-01-01,1,26,5,0,19.2307692307692
"B98-2240",1-01-01,1,39,11,0,23.0769230769231
"B98-2241",1-01-01,1,46,9,0,19.5652173913043
"B98-2242",1-01-01,1,27,3,0,7.40740740740741
"B98-2243",1-01-01,1,47,9,0,17.0212765957447
"B98-2244",1-01-01,1,48,9,0,14.5833333333333
"B98-2245",1-01-01,1,24,6,0,16.6666666666667
"B98-2247",1-01-01,1,34,8,0,14.7058823529412
"B98-2249",1-01-01,1,37,9,0,21.6216216216216
"B98-2251",1-01-01,1,34,4,0,14.7058823529412
"B98-2252",1-01-01,1,36,8,0,33.3333333333333
"B98-2253",1-01-01,1,32,6,0,6.25
"B98-2254",1-01-01,1,33,5,0,9.09090909090909
"B98-2255",1-01-01,1,28,6,0,17.8571428571429
"B98-2256",1-01-01,1,27,6,0,18.5185185185185
"B98-2257",1-01-01,1,36,7,0,22.2222222222222
"B98-2258",1-01-01,1,34,4,0,14.7058823529412
"B98-2259",1-01-01,1,22,5,0,18.1818181818182
"B98-2260",1-01-01,1,48,6,1,14.5833333333333
"B98-2262",1-01-01,1,28,4,0,10.7142857142857
"B98-2263",1-01-01,1,42,10,0,19.047619047619
"B98-2264",1-01-01,1,27,4,0,14.8148148148148
"B98-2265",1-01-01,1,47,14,0,31.9148936170213
"B98-2266",1-01-01,1,71,5,3,21.1267605633803
"B98-2267",1-01-01,1,85,12,0,24.7058823529412
"B98-2268",1-01-01,1,88,9,1,17.0454545454545
"B98-2269",1-01-01,1,84,8,0,17.8571428571429
"B98-2272",1-01-01,1,85,9,4,20
"B98-2273",1-01-01,1,35,6,0,20
"B98-2274",1-01-01,1,39,3,0,23.0769230769231
"B98-2275",1-01-01,1,36,2,0,16.6666666666667
"B98-2276",1-01-01,1,38,4,0,21.0526315789474
"B98-2277",1-01-01,1,112,19,1,21.4285714285714
"B98-2278",1-01-01,1,110,16,0,17.2727272727273
"B98-2279",1-01-01,1,41,6,0,36.5853658536585
"B98-2280",1-01-01,1,78,15,0,23.0769230769231
"B98-2281",1-01-01,1,79,17,0,25.3164556962025
"B98-2282",1-01-01,1,47,11,0,29.7872340425532
"B98-2283",1-01-01,1,66,14,0,24.2424242424242
"B98-2284",1-01-01,1,86,17,0,23.2558139534884
"B98-2285",1-01-01,1,55,13,0,12.7272727272727
"B98-2286",1-01-01,1,59,6,0,27.1186440677966
"B98-2287",1-01-01,1,56,15,0,26.7857142857143
"B98-2288",1-01-01,1,93,12,0,22.5806451612903
"B98-2289",1-01-01,1,45,6,0,13.3333333333333
"B98-2290",1-01-01,1,32,2,0,9.375
"B98-2291",1-01-01,1,45,7,0,24.4444444444444
"B98-2292",1-01-01,1,39,5,0,7.69230769230769
"B98-2293",1-01-01,1,29,2,0,13.7931034482759
"B98-2294",1-01-01,1,86,14,1,22.093023255814
"B98-2295",1-01-01,1,78,13,0,19.2307692307692
"B98-2296",1-01-01,1,76,7,1,23.6842105263158
"B98-2297",1-01-01,1,40,6,2,17.5
"B98-2298",1-01-01,1,38,8,0,21.0526315789474
"B98-2299",1-01-01,1,55,15,3,20
"B98-2300",1-01-01,1,57,12,1,15.7894736842105
"B98-2301",1-01-01,1,80,1,1,20
"B98-2302",1-01-01,1,55,11,0,21.8181818181818
"B98-2303",1-01-01,1,59,11,0,20.3389830508475
"B98-2304",1-01-01,1,12,3,0,33.3333333333333
"B98-2305",1-01-01,1,35,5,0,25.7142857142857
"B98-2306",1-01-01,1,21,1,0,14.2857142857143
"B98-2307",1-01-01,1,28,4,0,39.2857142857143
"B98-2308",1-01-01,1,25,7,0,8
"B98-2310",1-01-01,1,44,4,0,27.2727272727273
"B98-2311",1-01-01,1,6,0,0,16.6666666666667
"B98-2312",1-01-01,1,113,15,2,19.4690265486726
"B98-2314",1-01-01,1,58,6,1,27.5862068965517
"B98-2315",1-01-01,1,46,9,1,32.6086956521739
"B98-2317",1-01-01,1,38,6,0,7.89473684210526
"B98-2318",1-01-01,1,40,6,0,30
"B98-2319",1-01-01,1,59,13,11,22.0338983050847
"B98-2320",1-01-01,1,28,3,0,28.5714285714286
"B98-2321",1-01-01,1,74,14,8,27.027027027027
"B98-2325",1-01-01,1,40,7,0,35
"B98-2326",1-01-01,1,35,6,0,31.4285714285714
"B98-2328",1-01-01,1,27,9,0,29.6296296296296
"B98-2329",1-01-01,1,22,4,0,22.7272727272727
"B98-2330",1-01-01,1,16,3,0,37.5
"B98-2331",1-01-01,1,15,5,0,13.3333333333333
"B98-2335",1-01-01,1,26,5,0,30.7692307692308
"B98-2338",1-01-01,1,22,6,0,18.1818181818182
"B98-2339",1-01-01,1,33,8,0,27.2727272727273
"B98-2340",1-01-01,1,27,8,0,25.9259259259259
"B98-2341",1-01-01,1,67,7,1,20.8955223880597
"B98-2342",1-01-01,1,64,5,0,15.625
"B98-2343",1-01-01,1,45,4,0,20
"B98-2344",1-01-01,1,95,5,2,17.8947368421053
"B98-2345",1-01-01,1,83,16,0,22.8915662650602
"B98-2346",1-01-01,1,59,8,0,16.9491525423729
"B98-2347",1-01-01,1,73,16,0,23.2876712328767
"B98-2348",1-01-01,1,38,7,0,15.7894736842105
"B98-2349",1-01-01,1,80,10,0,31.25
"B98-2350",1-01-01,1,74,6,0,16.2162162162162
"B98-2351",1-01-01,1,154,18,1,14.2857142857143
"B98-2352",1-01-01,1,27,3,4,25.9259259259259
"B98-2353",1-01-01,1,67,9,0,14.9253731343284
"B98-2354",1-01-01,1,45,5,0,28.8888888888889
"B98-2355",1-01-01,1,46,5,0,28.2608695652174
"B98-2356",1-01-01,1,127,15,1,19.6850393700787
"B98-2357",1-01-01,1,43,4,2,18.6046511627907
"B98-2358",1-01-01,1,68,7,0,16.1764705882353
"B98-2359",1-01-01,1,86,9,0,19.7674418604651
"B98-2360",1-01-01,1,59,5,0,20.3389830508475
"B98-2361",1-01-01,1,50,10,0,30
"B98-2362",1-01-01,1,48,4,0,22.9166666666667
"B98-2363",1-01-01,1,47,9,0,25.531914893617
"B98-2364",1-01-01,1,90,8,0,15.5555555555556
"B98-2365",1-01-01,1,43,7,0,25.5813953488372
"B98-2366",1-01-01,1,30,4,1,20
"B98-2367",1-01-01,1,21,2,0,28.5714285714286
"B98-2368",1-01-01,1,22,3,0,27.2727272727273
"B98-2369",1-01-01,1,38,10,0,23.6842105263158
"B98-2370",1-01-01,1,30,9,0,26.6666666666667
"B98-2371",1-01-01,1,24,4,0,12.5
"B98-2372",1-01-01,1,49,2,1,16.3265306122449
"B98-2373",1-01-01,1,43,12,0,32.5581395348837
"B98-2374",1-01-01,1,32,0,0,15.625
"B98-2375",1-01-01,1,67,13,0,23.8805970149254
"B98-2376",1-01-01,1,72,13,1,27.7777777777778
"B98-2377",1-01-01,1,55,8,0,27.2727272727273
"B98-2378",1-01-01,1,88,10,0,20.4545454545455
"B98-2379",1-01-01,1,31,4,0,32.258064516129
"B98-2380",1-01-01,1,100,11,0,26
"B98-2381",1-01-01,1,59,9,0,23.728813559322
"B98-2382",1-01-01,1,92,16,0,23.9130434782609
"B98-2383",1-01-01,1,40,4,0,35
"B98-2384",1-01-01,1,66,5,1,12.1212121212121
"B98-2385",1-01-01,1,65,8,0,26.1538461538462
"B98-2386",1-01-01,1,49,8,0,24.4897959183673
"B98-2387",1-01-01,1,74,8,0,14.8648648648649
"B98-2388",1-01-01,1,38,5,2,23.6842105263158
"B98-2389",1-01-01,1,60,5,0,26.6666666666667
"B98-2390",1-01-01,1,88,15,4,17.0454545454545
"B98-2391",1-01-01,1,82,14,4,18.2926829268293
"B98-2392",1-01-01,1,92,19,4,26.0869565217391
"B98-2393",1-01-01,1,35,5,0,11.4285714285714
"B98-2394",1-01-01,1,79,12,0,26.5822784810127
"B98-2395",1-01-01,1,45,7,0,26.6666666666667
"B98-2396",1-01-01,1,91,8,0,21.978021978022
"B98-2397",1-01-01,1,124,16,1,16.9354838709677
"B98-2398",1-01-01,1,91,12,0,26.3736263736264
"B98-2399",1-01-01,1,39,7,0,25.6410256410256
"B98-2400",1-01-01,1,89,10,0,24.7191011235955
"B98-2401",1-01-01,1,92,15,1,21.7391304347826
"B98-2402",1-01-01,1,140,24,2,15.7142857142857
"B98-2403",1-01-01,1,62,7,0,16.1290322580645
"B98-2404",1-01-01,1,45,8,0,31.1111111111111
"B98-2405",1-01-01,1,55,7,0,20
"B98-2406",1-01-01,1,42,8,0,23.8095238095238
"B98-2407",1-01-01,1,61,5,0,21.3114754098361
"B98-2408",1-01-01,1,58,4,0,15.5172413793103
"B98-2409",1-01-01,1,20,2,0,25
"B98-2410",1-01-01,1,97,8,2,14.4329896907216
"B98-2411",1-01-01,1,63,4,0,12.6984126984127
"B98-2412",1-01-01,1,63,14,1,19.047619047619
"B98-2413",1-01-01,1,111,15,4,16.2162162162162
"B98-2414",1-01-01,1,26,3,0,30.7692307692308
"B98-2415",1-01-01,1,36,6,0,25
"B98-2417",1-01-01,1,54,10,0,27.7777777777778
"B98-2418",1-01-01,1,94,4,0,14.8936170212766
"B98-2419",1-01-01,1,85,14,0,15.2941176470588
"B98-2421",1-01-01,1,48,6,1,10.4166666666667
"B98-2423",1-01-01,1,81,30,0,17.2839506172839
"B98-2424",1-01-01,1,50,13,1,20
"B98-2425",1-01-01,1,109,27,2,18.348623853211
"B98-2426",1-01-01,1,49,10,0,22.4489795918367
"B98-2427",1-01-01,1,30,6,0,16.6666666666667
"B98-2428",1-01-01,1,17,3,0,5.88235294117647
"B98-2430",1-01-01,1,49,5,0,14.2857142857143
"B98-2431",1-01-01,1,37,7,0,16.2162162162162
"B98-2432",1-01-01,1,22,3,1,4.54545454545455
"B98-2433",1-01-01,1,57,10,1,22.8070175438596
"B98-2434",1-01-01,1,49,12,0,22.4489795918367
"B98-2435",1-01-01,1,58,16,3,31.0344827586207
"B98-2436",1-01-01,1,49,14,0,32.6530612244898
"B98-2438",1-01-01,1,34,8,0,17.6470588235294
"B98-2439",1-01-01,1,33,5,0,12.1212121212121
"B98-2440",1-01-01,1,56,6,0,19.6428571428571
"B98-2441",1-01-01,1,83,25,1,27.710843373494
"B98-2442",1-01-01,1,51,14,1,25.4901960784314
"B98-2443",1-01-01,1,6,0,0,0
"B98-2444",1-01-01,1,6,1,0,16.6666666666667
"B98-2445",1-01-01,1,11,2,0,9.09090909090909
"B98-2446",1-01-01,1,9,0,0,11.1111111111111
"B98-2447",1-01-01,1,22,5,0,18.1818181818182
"B98-2448",1-01-01,1,48,10,0,27.0833333333333
"B98-2449",1-01-01,1,42,9,1,16.6666666666667
"B98-2450",1-01-01,1,11,2,0,9.09090909090909
"B98-2451",1-01-01,1,54,11,4,31.4814814814815
"B98-2453",1-01-01,1,26,5,0,23.0769230769231
"B98-2454",1-01-01,1,38,6,0,36.8421052631579
"B98-2455",1-01-01,1,93,11,1,16.1290322580645
"B98-2456",1-01-01,1,101,13,4,15.8415841584158
"B98-2457",1-01-01,1,65,9,0,29.2307692307692
"B98-2467",1-01-01,1,43,4,0,30.2325581395349
"B98-2469",1-01-01,1,103,10,0,10.6796116504854
"B98-2472",1-01-01,1,97,12,1,21.6494845360825
"B98-2475",1-01-01,1,61,4,0,6.55737704918033
"B98-2476",1-01-01,1,31,3,0,12.9032258064516
"B98-2479",1-01-01,1,135,12,12,13.3333333333333
"B98-2480",1-01-01,1,107,7,2,10.2803738317757
"B98-2482",1-01-01,1,150,7,3,12.6666666666667
"B98-2483",1-01-01,1,120,11,1,10.8333333333333
"B98-2485",1-01-01,1,115,8,0,13.9130434782609
"B98-2487",1-01-01,1,67,9,0,16.4179104477612
"B98-2489",1-01-01,1,118,8,0,12.7118644067797
"B98-2490",1-01-01,1,92,4,0,9.78260869565217
"B98-2491",1-01-01,1,145,6,2,8.27586206896552
"B98-2492",1-01-01,1,100,7,2,17
"B98-2493",1-01-01,1,75,6,0,14.6666666666667
"B98-2511",1-01-01,1,67,5,0,14.9253731343284
"B98-2512",1-01-01,1,92,5,0,13.0434782608696
"B98-2513",1-01-01,1,94,5,0,13.8297872340426
"B98-2514",1-01-01,1,85,4,1,9.41176470588235
"B98-2515",1-01-01,1,156,19,8,12.1794871794872
"B98-2516",1-01-01,1,103,7,7,15.5339805825243
"B98-2518",1-01-01,1,117,13,4,5.98290598290598
"B98-2519",1-01-01,1,154,10,5,11.038961038961
"B98-2520",1-01-01,1,102,5,1,9.80392156862745
"B98-2521",1-01-01,1,102,5,1,9.80392156862745
"B98-2522",1-01-01,1,137,9,0,11.6788321167883
"B98-2523",1-01-01,1,75,7,0,12
"B98-2540",1-01-01,1,51,3,1,7.84313725490196
"B98-2542",1-01-01,1,14,3,0,0
"B98-2543",1-01-01,1,68,4,0,23.5294117647059
"B98-2545",1-01-01,1,51,6,0,11.7647058823529
"B98-2546",1-01-01,1,48,3,0,12.5
"B98-2547",1-01-01,1,64,7,0,18.75
"B98-2549",1-01-01,1,27,1,0,18.5185185185185
"B98-2551",1-01-01,1,28,7,0,10.7142857142857
"B98-2555",1-01-01,1,50,9,0,20
"B98-2556",1-01-01,1,32,6,0,25
"B98-2558",1-01-01,1,40,11,0,22.5
"B98-2559",1-01-01,1,15,1,0,0
"B98-2560",1-01-01,1,42,4,0,21.4285714285714
"B98-2561",1-01-01,1,45,8,0,17.7777777777778
"B98-2563",1-01-01,1,48,4,0,12.5
"B98-2565",1-01-01,1,51,8,1,23.5294117647059
"B98-2567",1-01-01,1,12,1,0,33.3333333333333
"B98-2568",1-01-01,1,16,1,1,18.75
"B98-2569",1-01-01,1,49,3,0,18.3673469387755
"B98-2570",1-01-01,1,30,7,0,33.3333333333333
"B98-2572",1-01-01,1,53,3,2,16.9811320754717
"B98-2574",1-01-01,1,48,7,2,31.25
"B98-2575",1-01-01,1,37,2,1,18.9189189189189
"B98-2576",1-01-01,1,28,2,0,17.8571428571429
"B98-2577",1-01-01,1,10,0,0,10
"B98-2578",1-01-01,1,57,6,0,21.0526315789474
"B98-2579",1-01-01,1,23,4,0,21.7391304347826
"B98-2582",1-01-01,1,27,4,0,29.6296296296296
"B98-2583",1-01-01,1,29,4,0,20.6896551724138
"B98-2584",1-01-01,1,45,6,0,22.2222222222222
"B98-2585",1-01-01,1,34,2,0,17.6470588235294
"B98-2587",1-01-01,1,47,8,2,21.2765957446809
"B98-2588",1-01-01,1,31,2,0,12.9032258064516
"B98-2589",1-01-01,1,27,2,0,22.2222222222222
"B98-2590",1-01-01,1,20,2,0,30
"B98-2591",1-01-01,1,41,2,0,26.8292682926829
"B98-2592",1-01-01,1,21,2,0,9.52380952380952
"B98-2593",1-01-01,1,16,3,0,50
"B98-2594",1-01-01,1,43,4,0,23.2558139534884
"B98-2595",1-01-01,1,20,2,0,20
"B98-2596",1-01-01,1,37,6,0,27.027027027027
"B98-2597",1-01-01,1,38,7,0,18.4210526315789
"B98-2599",1-01-01,1,50,16,0,32
"B98-2601",1-01-01,1,39,9,0,25.6410256410256
"B98-2602",1-01-01,1,54,10,1,22.2222222222222
"B98-2603",1-01-01,1,52,5,0,21.1538461538462
"B98-2604",1-01-01,1,25,6,0,24
"B98-2606",1-01-01,1,55,2,0,18.1818181818182
"B98-2607",1-01-01,1,45,5,0,20
"B98-2608",1-01-01,1,58,13,1,24.1379310344828
"B98-2609",1-01-01,1,59,11,0,28.8135593220339
"B98-2610",1-01-01,1,10,2,0,10
"B98-2611",1-01-01,1,29,3,0,20.6896551724138
"B98-2613",1-01-01,1,19,2,0,26.3157894736842
